childid,catholic,race,race_white,race_black,race_hispanic,race_asian,p5numpla,p5hmage,p5hdage,w3daded,w3momed,w3daded_hsb,w3momed_hsb,w3momscr,w3dadscr,w3inccat,w3income,w3povrty,p5fstamp,c5r2mtsc,c5r2mtsc_std
1003015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,"MASTER'S DEGREE (MA, MS)",1,0,59,37.67,"$75,001 TO $100,000",87500.5,0,0,48.415,-0.215271916
1003016C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,2,34,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,48.69,39.18,"$50,001 TO $75,000",62500.5,0,0,63.081,1.294495213
1003018C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,40,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,0,0,34.95,63.43,"$25,001 TO $30,000",27500.5,0,0,58.437,0.816426309
1003019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,61.56,35.78,"$50,001 TO $75,000",62500.5,0,0,66.402,1.636370069
1003020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,38.18,33.42,"$75,001 TO $100,000",87500.5,0,0,62.582,1.243126483
1003021C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,37.67,35.63,"$35,001 TO $40,000",37500.5,0,0,48.371,-0.219801423
1003022C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,31,30,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,34.95,39.2,"$40,001 TO $50,000",45000.5,0,0,49.231,-0.131270145
1003023C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.143,-0.757989242
1003024C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.37,-1.455224533
1004001C,0,ASIAN,0,0,0,1,1,40,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,43.997,-0.670075624
1004006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,46,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,29.6,39.18,"$35,001 TO $40,000",37500.5,0,0,57.555,0.725630277
1004009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,34,SOME COLLEGE,SOME COLLEGE,0,0,38.18,35.78,"$75,001 TO $100,000",87500.5,0,0,59.497,0.925546257
1004011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,39,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,50.044,-0.047577204
1004012C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.374,1.221714267
1004013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,45,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,72.1,63.43,"$75,001 TO $100,000",87500.5,0,0,64.241,1.413909496
1004014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,41,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,0,0,NA,48.69,"$35,001 TO $40,000",37500.5,0,0,63.742,1.362540766
1004020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,46,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,NA,62.87,"$75,001 TO $100,000",87500.5,0,0,57.747,0.7453954
1004023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,34.95,NA,"$50,001 TO $75,000",62500.5,0,0,42.626,-0.811210953
1004024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,42,SOME COLLEGE,SOME COLLEGE,0,0,NA,35.78,"$75,001 TO $100,000",87500.5,0,0,62.449,1.229435018
1004025C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,39,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,49.348,-0.119225773
1006001C,1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,46,47,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,61.56,61.56,"$75,001 TO $100,000",87500.5,0,0,64.593,1.450145554
1006002C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,47,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,63.43,53.5,"$75,001 TO $100,000",87500.5,0,0,53.063,0.263208762
1006003C,1,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.076,0.779263761
1006005C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,41,39,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,53.5,64.89,"$40,001 TO $50,000",45000.5,0,0,51.227,0.074204776
1006007C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,44,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,59,35.78,"$50,001 TO $75,000",62500.5,0,1,52.685,0.224296176
1006008C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,37,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,49.802,-0.072489494
1006010C,1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,40,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,35.78,35.92,"$40,001 TO $50,000",45000.5,0,0,50.735,0.023556649
1006011C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,34,37,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,59,53.5,"$50,001 TO $75,000",62500.5,0,0,45.482,-0.517204753
1006012C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,43,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",0,0,61.56,35.92,"$50,001 TO $75,000",62500.5,0,0,60.986,1.078828901
1006013C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,45.296,-0.536352216
1006014C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,NA,35.92,"$100,001 TO $200,000",150000.5,0,0,61.034,1.083770182
1006016C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,46,43,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",0,0,62.87,39.2,"$40,001 TO $50,000",45000.5,0,0,60.02,0.979385628
1006017C,1,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,37,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,61.56,34.95,"$50,001 TO $75,000",62500.5,0,0,49.959,-0.056327388
1006018C,1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,33,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,72.1,NA,"$35,001 TO $40,000",37500.5,0,0,46.996,-0.361348526
1006020C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,47,54,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,0,0,35.78,59,"$200,001 TO $200,001",200001,0,0,68.129,1.81415323
1006021C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,35,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,29.6,33.42,"$75,001 TO $100,000",87500.5,0,0,50.163,-0.035326945
1006022C,1,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,41,39,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,NA,53.5,"$75,001 TO $100,000",87500.5,0,0,47.887,-0.269626003
1006023C,1,"WHITE, NON-HISPANIC",1,0,0,0,1,46,47,SOME COLLEGE,SOME COLLEGE,0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,35.865,-1.507210923
1008001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,9TH - 12TH GRADE,VOC/TECH PROGRAM,1,1,34.95,39.2,"$30,001 TO $35,000",32500.5,0,0,53.251,0.282562111
1008002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,48,SOME COLLEGE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,0,0,63.43,35.63,"$40,001 TO $50,000",45000.5,0,0,49.012,-0.153814738
1008003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,36,SOME COLLEGE,SOME COLLEGE,0,0,72.1,39.18,"$50,001 TO $75,000",62500.5,0,0,56.457,0.612598482
1008004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,35.63,"$100,001 TO $200,000",150000.5,0,0,52.683,0.22409029
1008005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,42,SOME COLLEGE,BACHELOR'S DEGREE,0,0,53.5,35.78,"$50,001 TO $75,000",62500.5,0,0,58.433,0.816014536
1008006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,NA,NA,"$5,000 TO $5,000",5000,1,1,35.418,-1.553226599
1008007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,NA,NOT APPLICABLE,VOC/TECH PROGRAM,NA,1,33.42,NA,"$15,001 TO $20,000",17500.5,1,1,59.91,0.96806186
1008009C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,29,32,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,38.18,33.42,"$20,001 TO $25,000",22500.5,1,0,48.594,-0.196845057
1008010C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,35.63,"$50,001 TO $75,000",62500.5,0,0,47.556,-0.303700251
1008011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,54,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,35.78,NA,"$20,001 TO $25,000",22500.5,0,0,45.09,-0.557558545
1008013C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,1,0,35.63,33.42,"$35,001 TO $40,000",37500.5,0,0,66.162,1.611663666
1008015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,43,SOME COLLEGE,SOME COLLEGE,0,0,53.5,39.18,"$50,001 TO $75,000",62500.5,0,0,58.301,0.802426014
1008017C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,46,BACHELOR'S DEGREE,SOME COLLEGE,0,0,39.2,39.2,"$50,001 TO $75,000",62500.5,0,0,46.93,-0.368142787
1008019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,35.92,"$35,001 TO $40,000",37500.5,0,0,47.777,-0.280949772
1008020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,43,BACHELOR'S DEGREE,SOME COLLEGE,0,0,NA,35.78,"$30,001 TO $35,000",32500.5,0,0,60.062,0.983709248
1008021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,52,SOME COLLEGE,BACHELOR'S DEGREE,0,0,NA,NA,"$35,001 TO $40,000",37500.5,0,0,55.587,0.52303777
1008023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,48,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,NA,37.67,"$30,001 TO $35,000",32500.5,0,0,53.101,0.267120609
1008024C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,NOT APPLICABLE,VOC/TECH PROGRAM,NA,1,37.67,NA,"$40,001 TO $50,000",45000.5,0,0,61.616,1.14368321
1008025C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,NA,NA,"$5,000 TO $5,000",5000,1,1,38.733,-1.211969403
1009001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,53,SOME COLLEGE,BACHELOR'S DEGREE,0,0,61.56,39.18,"$40,001 TO $50,000",45000.5,0,0,51.803,0.133500144
1009002C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,42,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,35.78,39.2,"$50,001 TO $75,000",62500.5,0,0,58.17,0.788940436
1009004C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,NA,NOT APPLICABLE,"MASTER'S DEGREE (MA, MS)",NA,0,59,NA,"$40,001 TO $50,000",45000.5,0,0,58.41,0.813646839
1009005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,41,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,59,64.89,"$100,001 TO $200,000",150000.5,0,0,64.335,1.423586171
1009006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,44,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,35.63,53.5,"$75,001 TO $100,000",87500.5,0,0,63.027,1.288936273
1009007C,0,"WHITE, NON-HISPANIC",1,0,0,0,3,NA,40,VOC/TECH PROGRAM,NOT APPLICABLE,1,NA,NA,39.18,"$25,001 TO $30,000",27500.5,0,0,48.052,-0.252640351
1009008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,45,SOME COLLEGE,SOME COLLEGE,0,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,69.016,1.905463979
1009009C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,40,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,45.211,-0.5451024
1009011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,45,VOC/TECH PROGRAM,BACHELOR'S DEGREE,1,0,53.5,48.69,"$75,001 TO $100,000",87500.5,0,0,68.588,1.861404226
1009014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,56,51,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,52.54,52.54,"$40,001 TO $50,000",45000.5,0,0,61.143,1.094991007
1009015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,45,SOME COLLEGE,VOC/TECH PROGRAM,0,1,34.95,34.95,"$50,001 TO $75,000",62500.5,0,0,57.112,0.680026374
1009016C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.333,1.423380284
1009018C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,53.5,"$50,001 TO $75,000",62500.5,0,0,41.462,-0.931037009
1009019C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,38.18,39.18,"$25,001 TO $30,000",27500.5,0,0,45.457,-0.519778337
1009020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,BACHELOR'S DEGREE,SOME COLLEGE,0,0,38.18,64.89,"$100,001 TO $200,000",150000.5,0,0,67.02,1.699989058
1009021C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,45,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,35.92,"$20,001 TO $25,000",22500.5,1,0,48.713,-0.184594799
1010001C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,39.2,"$35,001 TO $40,000",37500.5,0,0,37.892,-1.298544758
1010002C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,26,30,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,35.78,"$20,001 TO $25,000",22500.5,0,1,40.116,-1.069598754
1010003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,34.95,"$35,001 TO $40,000",37500.5,0,0,44.504,-0.617883347
1010004C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,35,31,SOME COLLEGE,SOME COLLEGE,0,0,38.18,39.18,"$75,001 TO $100,000",87500.5,0,0,54.177,0.37788765
1010005C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,53.5,62.87,"$75,001 TO $100,000",87500.5,0,0,51.811,0.134323691
1010006C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,33,36,SOME COLLEGE,SOME COLLEGE,0,0,34.95,34.95,"$100,001 TO $200,000",150000.5,0,0,51.899,0.143382705
1010007C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,33,42,SOME COLLEGE,SOME COLLEGE,0,0,53.5,53.5,"$100,001 TO $200,000",150000.5,0,0,66.679,1.664885377
1010008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,32,SOME COLLEGE,SOME COLLEGE,0,0,38.18,53.5,"$50,001 TO $75,000",62500.5,0,0,41.969,-0.878844732
1010012C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,34,SOME COLLEGE,9TH - 12TH GRADE,0,1,38.18,64.89,"$50,001 TO $75,000",62500.5,0,0,59.148,0.889619029
1010013C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,31,27,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,39.18,"$20,001 TO $25,000",22500.5,1,1,53.618,0.320342319
1010014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,27,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,35.92,"$50,001 TO $75,000",62500.5,0,0,52.381,0.193001399
1010015C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,NA,NOT APPLICABLE,HIGH SCHOOL DIPLOMA/EQUIVALENT,NA,1,38.18,NA,"$15,001 TO $20,000",17500.5,0,0,51.008,0.051660183
1010016C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,46,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,35.78,39.2,"$35,001 TO $40,000",37500.5,0,0,51.991,0.152853493
1010020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,35.78,"$75,001 TO $100,000",87500.5,0,0,60,0.977326761
1010021C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,34,SOME COLLEGE,SOME COLLEGE,0,0,NA,NA,"$35,001 TO $40,000",37500.5,0,0,60.125,0.990194679
1010022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,30,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,61.56,39.2,"$75,001 TO $100,000",87500.5,0,0,56.831,0.651099294
1010023C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,35,34,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,34.95,39.2,"$50,001 TO $75,000",62500.5,0,0,60.529,1.031783792
1010024C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.127,0.990400566
1011006C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,38,VOC/TECH PROGRAM,VOC/TECH PROGRAM,1,1,NA,35.92,"$20,001 TO $25,000",22500.5,1,0,38.226,-1.26416168
1011007C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.925,1.175492704
1011008C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,44,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,NA,35.92,"$40,001 TO $50,000",45000.5,0,0,47.017,-0.359186715
1011009C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,NOT APPLICABLE,VOC/TECH PROGRAM,NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,0,0,49.381,-0.115828643
1011011C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,42,"MASTER'S DEGREE (MA, MS)",BACHELOR'S DEGREE,0,0,53.5,62.87,"$40,001 TO $50,000",45000.5,0,0,54.008,0.360490225
1011014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,31,VOC/TECH PROGRAM,VOC/TECH PROGRAM,1,1,NA,39.2,"$50,001 TO $75,000",62500.5,0,0,47.092,-0.351465964
1011018C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.25,1.003062598
1011020C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,BACHELOR'S DEGREE,SOME COLLEGE,0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,63.033,1.289553933
1011022C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,46,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,38.18,"$50,001 TO $75,000",62500.5,0,0,65.522,1.545779924
1011023C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,NA,NOT APPLICABLE,BACHELOR'S DEGREE,NA,0,61.56,NA,"$30,001 TO $35,000",32500.5,0,0,41.209,-0.957081676
1012001C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,32,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,1,1,34.95,35.92,"$10,001 TO $15,000",12500.5,1,0,41.725,-0.903962909
1012003C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,48,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,NA,39.18,"$50,001 TO $75,000",62500.5,0,0,53.491,0.307268514
1012004C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,32,36,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,NA,29.6,"$25,001 TO $30,000",27500.5,0,0,48.252,-0.232051682
1012005C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.984,-0.671413887
1012006C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.643,-1.221234305
1012007C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,31,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,NA,33.42,"$35,001 TO $40,000",37500.5,0,0,49.673,-0.085769185
1012008C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,27,35,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,NA,39.2,"$5,001 TO $10,000",7500.5,1,1,22.793,-2.852886357
1012009C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,32,8TH GRADE OR BELOW,9TH - 12TH GRADE,1,1,34.95,35.63,"$25,001 TO $30,000",27500.5,0,0,42.887,-0.784342739
1012010C,0,"WHITE, NON-HISPANIC",1,0,0,0,NA,27,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,38.18,37.67,"$20,001 TO $25,000",22500.5,0,NA,56.779,0.64574624
1012011C,0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,33,35,SOME COLLEGE,SOME COLLEGE,0,0,61.56,33.42,"$75,001 TO $100,000",87500.5,0,0,54.064,0.366255052
1012013C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,1,1,53.5,35.78,"$40,001 TO $50,000",45000.5,0,0,39.668,-1.115717374
1012014C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,NA,NOT APPLICABLE,SOME COLLEGE,NA,0,35.78,NA,"$20,001 TO $25,000",22500.5,0,0,60.354,1.013768706
1012015C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,39,56,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,0,1,34.95,35.78,"$40,001 TO $50,000",45000.5,0,0,41.262,-0.951625678
1012017C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,35,29,8TH GRADE OR BELOW,SOME COLLEGE,1,0,NA,NA,"$20,001 TO $25,000",22500.5,1,1,42.59,-0.814916913
1012019C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,32,BACHELOR'S DEGREE,SOME COLLEGE,0,0,63.43,61.56,"$50,001 TO $75,000",62500.5,0,0,56.411,0.607863088
1012020C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,28,27,SOME COLLEGE,SOME COLLEGE,0,0,NA,48.69,"$35,001 TO $40,000",37500.5,0,0,67.428,1.741989944
1012021C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.078,-1.897057379
1012022C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,31,34,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,1,0,34.95,33.42,"$50,001 TO $75,000",62500.5,0,0,58.349,0.807367295
1012023C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,30,33,9TH - 12TH GRADE,9TH - 12TH GRADE,1,1,34.95,39.2,"$25,001 TO $30,000",27500.5,0,0,46.197,-0.44360026
1012024C,0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,38,NA,NOT APPLICABLE,9TH - 12TH GRADE,NA,1,NA,NA,"$25,001 TO $30,000",27500.5,0,0,48.004,-0.257581632
1016001C,0,"WHITE, NON-HISPANIC",1,0,0,0,2,NA,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,NOT APPLICABLE,1,NA,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,52.287,0.183324724
1016002C,0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,39,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,1,1,34.95,35.63,"$25,001 TO $30,000",27500.5,0,0,50.918,0.042395282
1017001C,0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,44,BACHELOR'S DEGREE,BACHELOR'S DEGREE,0,0,63.43,53.5,"$50,001 TO $75,000",62500.5,0,0,54.653,0.426888684
